5547,4.2012,19.9783,190,100,0
5004,4.23007,20.1907,191,101,0
5547,4.92114,19.9783,193,119,0
5004,5.00546,20.1907,194,122,0
5565,3.85213,20.8853,196,94,0
5565,4.33554,20.8853,199,108,0
5045,6.08809,20.1779,221,168,0
5045,6.45187,20.1779,224,181,0
5606,5.2774,22.1793,236,156,0
5606,5.8125,22.1793,239,174,0
5608,4.76577,22.6543,239,142,0
5608,5.28415,22.6543,242,160,0
5618,4.0406,23.9049,247,125,0
5618,4.056,23.9049,250,127,0
5090,3.60843,24.6912,233,105,0
5090,4.01835,24.6912,236,119,0
5632,3.87181,26.6585,258,125,0
5632,3.88827,26.6585,261,127,0
5613,5.4385,27.6656,280,191,0
5613,5.52187,27.6656,283,196,0
5646,4.52191,28.8796,267,151,0
5646,5.12266,28.8796,270,173,0
5112,3.02672,28.6524,249,94,0
5112,3.41782,28.6524,252,108,0
5652,4.92213,28.9456,297,183,0.256831
5652,5.29854,28.9456,300,199,0.236181
5652,5.22563,28.9456,323,211,0.331754
5652,5.39793,28.9456,326,220,0.318182
5149,2.81256,30.3044,273,96,0
5149,3.21637,30.3044,276,111,0
5692,3.87263,30.0434,318,154,0.311688
5692,4.11013,30.0434,321,165,0.290909
5692,3.9352,30.078,342,168,0.409496
5692,3.98195,30.078,345,172,0.401163
5747,3.208,29.4547,311,125,0
5152,3.68623,30.0674,330,152,0.314754
5747,3.22797,29.4547,314,127,0
5152,3.95223,30.0674,333,165,0.290909
5118,4.01364,30.1487,396,199,0.231156
5118,4.08332,30.1487,399,204,0.22549
5754,2.50844,30.5405,342,107,0.297674
5754,2.59056,30.5405,345,112,0.285714
5200,3.75033,30.0439,332,156,0
5200,4.31237,30.0439,335,181,0
5253,2.4583,29.2594,305,94,0
5733,2.59492,30.3565,388,126,0.214286
5253,2.77085,29.2594,308,107,0
5733,2.67703,30.3565,391,131,0.206107
5253,2.7463,29.2594,327,112,0.231111
5253,2.85419,29.2594,330,118,0.220339
5114,3.24188,28.771,466,189,0.164021
5114,3.23816,28.771,469,190,0.163158
5800,3.53879,29.1384,373,165,0.345455
5800,3.77909,29.1384,374,177,0.322034
5259,4.32104,26.8039,348,188,0
5800,3.9571,29.1384,376,186,0.306452
5800,4.19362,29.1384,377,198,0.287879
5259,4.34067,26.8039,352,191,0
5789,3.51512,28.2994,388,170,0.246334
5789,3.51858,28.2994,391,172,0.244186
5702,2.34875,29.8737,485,142,0.273684
5702,2.37514,29.8737,488,145,0.268966
5900,3.89097,24.4785,292,142,0
5900,4.32412,24.4785,296,160,0
5969,4.67423,22.4177,277,162,0
5969,5.28019,22.4177,280,185,0
5434,4.07299,23.4741,280,143,0
5434,4.56494,23.4741,283,162,0
5824,2.93382,26.6007,443,162,0.178462
5302,2.42583,27.0703,400,121,0.197531
5136,2.81927,29.1105,557,196,0.239186
5824,2.97666,26.6007,446,166,0.174699
5302,2.47701,27.0703,403,125,0.192
5136,2.83972,29.1105,560,199,0.236181
6004,4.19337,23.9022,278,146,0
5431,4.99765,24.1964,304,190,0
5714,2.81669,29.3154,563,198,0.2267
6004,4.80177,23.9022,281,169,0
5431,5.05256,24.1964,307,194,0
5714,2.85104,29.3154,566,202,0.222772
5480,4.27803,24.5103,265,142,0
6033,3.77294,24.9722,263,124,0
5480,4.79575,24.5103,268,161,0
6033,3.7751,24.9722,267,126,0
6058,4.62965,23.3431,255,148,0
5908,2.09805,26.5505,398,104,0.172249
6058,5.34836,23.3431,258,173,0
5908,2.17189,26.5505,401,109,0.165138
6083,4.00084,22.945,250,125,0
6088,4.24484,22.8358,250,133,0
6083,4.03189,22.945,253,128,0
6088,4.50951,22.8358,253,143,0
6069,5.62576,22.2423,273,192,0
6069,5.73792,22.2423,276,198,0
5753,1.88674,28.3094,801,189,0.253968
5753,1.90947,28.3094,804,192,0.25
