0.0333219,0.333333,15,0
0.266501,1,90,0
0.532801,1,90,0
0.799352,1,90,0
0.799503,1,100.546,0
1.5987,1,97.581,0
2.39805,1,94.775,0
3.19805,1,100.754,0
4.79707,1,101.075,0
7.19552,1,98.1392,0
11.1909,1,91.3225,0
16.7864,1,90.3406,0
24.7849,1,92.4328,0
37.1254,0.999989,90.6991,0.0825359
162.751,0.901476,15,0
14.0437,0.628881,90.9402,1.29268
157.753,0.608523,15,0
12.6165,0.921615,90.4942,0
189.143,0.551831,15,0
21.5849,0.747293,91.9607,0
236.517,0.494538,15,0
35.1098,0.56487,92.5767,0
284.5,0.458021,15,0
61.8274,0.454286,93.625,0
284.5,0.441852,15,0
357.075,0.414629,15,0
29.0058,0.333333,94.9451,0
284.5,0.417972,99.1974,0
398.502,0.42212,15,0
45.5781,0.334505,93.3198,0
283.915,0.41814,93.7389,0
398.84,0.421715,15,0
45.786,0.335668,90.1797,1.66841
195.341,0.464206,15,0.291709
144.392,0.575287,15,0
29.5116,0.333333,15,1.64602
283.501,0.410104,15,0
330.684,0.438131,15,0
18.5603,0.590379,98.6843,0
276.117,0.476956,15,0
46.4127,0.499077,90.3692,0
276.083,0.477542,15,0
46.4811,0.497583,90.1265,0
275.883,0.476956,15,0
46.6073,0.499674,90.2648,0
276.668,0.477912,15,0
46.8244,0.501255,90.1195,0
276.917,0.47865,15,0
47.0528,0.504171,90.2539,0
277.303,0.478394,15,0
47.2126,0.504744,90.1297,0
277.667,0.48021,15,0
47.3498,0.506713,90.2644,0
278.117,0.480795,15,0
47.5545,0.505781,90.0996,0
277.917,0.48021,15,0
47.6809,0.507838,90.2633,0
278.916,0.481764,15,0
48.0112,0.511416,90.0992,0
279.116,0.483088,15,0
48.0806,0.511153,90.2597,0
279.902,0.484039,15,0
48.4115,0.514701,90.1073,0
280.302,0.48523,15,0
48.5375,0.514168,90.2789,0
281.116,0.486175,15,0
48.8801,0.517682,90.2708,0
282.115,0.488438,15,0
49.1649,0.516343,90.2973,0
283.274,0.489684,15,0
49.5075,0.517281,90.1399,0
284.315,0.490604,15,0
49.965,0.520091,90.3022,0
285.514,0.492697,15,0
50.2505,0.519963,90.3464,0.302273
234.118,0.539732,15,0
35.4444,0.681389,15,1.00759
196.331,0.605659,15,0
23.8632,0.830761,90.0951,0
196.731,0.608808,15,0
24.1487,0.836402,90.1084,0
197.163,0.610257,15,0
24.3258,0.838327,90.1076,0
197.531,0.613864,15,0
24.6684,0.842082,90.4811,0
198.141,0.617667,15,0
25.0046,0.842374,90.1012,0
198.94,0.625076,15,0
25.4043,0.838467,90.1447,0
199.54,0.630295,15,0
25.6963,0.840347,90.4749,0
200.34,0.633875,15,0
26.0322,0.843869,90.1043,0
201.34,0.637039,15,0
26.3177,0.84858,90.1276,0
202.157,0.642641,15,0
26.6168,0.853158,90.485,0
203.129,0.646165,15,0
27.0602,0.859445,90.1072,0
204.328,0.652763,15,0
27.4027,0.859695,90.1242,0.147917
190.733,0.592193,15,0
23.7548,0.720544,90.454,0.192308
188.743,0.579675,15,0
24.0341,0.722086,90.0942,0
189.343,0.581044,15,0
24.3829,0.728375,90.4222,0
190.343,0.585597,15,0
24.6113,0.730115,90.4544,0
191.333,0.586225,15,0
24.8337,0.726662,90.1011,0
192.733,0.590013,15,0
25.1192,0.72947,90.121,0.00909091
193.967,0.591338,15,0
21.071,0.605572,90.1235,0.398374
179.385,0.522273,15,0
21.2474,0.609707,90.4495,0
179.546,0.518651,15,0
21.4707,0.609311,90.4401,0
181.146,0.519052,15,0
21.8077,0.610413,90.1256,0
181.546,0.517274,15,0
22.0361,0.609989,90.1055,0
182.581,0.519376,15,0
22.1616,0.611446,90.4401,0
183.736,0.516986,15,0
22.4931,0.612269,90.1147,0
184.935,0.517857,15,0
22.7214,0.608717,90.1419,0
185.935,0.516581,15,0
23.0069,0.610461,90.1088,0
187.334,0.518353,15,0
23.4065,0.607236,90.1399,0
188.334,0.517146,15,0
23.6977,0.608945,90.4241,0
189.943,0.517506,15,0
24.0341,0.60389,90.1179,0
191.343,0.516913,15,0
24.3258,0.602594,90.4155,0
192.533,0.515505,15,0
24.6688,0.603457,90.4358,0
194.732,0.516271,15,0
25.1763,0.604758,90.1582,0
196.554,0.51506,15,0
25.4683,0.600755,90.1406,0
198.331,0.514306,15,0
25.9818,0.604843,90.4191,0
200.14,0.512292,15,0
26.4889,0.603303,90.1296,0
202.139,0.513284,15,0
27.0097,0.601873,90.443,0
203.729,0.511514,15,0
27.5811,0.599676,90.4301,0
206.128,0.513125,15,0
28.1517,0.597664,90.4328,0
207.927,0.510146,15,0
28.7803,0.597451,90.4142,0
210.726,0.510294,15,0
29.4579,0.596636,90.1825,0
212.726,0.510225,15,0
30.1503,0.593448,90.4458,0
215.135,0.511779,15,0
30.8356,0.585888,90.42,0
217.524,0.511284,15,0
31.5783,0.584762,90.4247,0
220.524,0.512976,15,0
32.2143,0.578367,90.4381,0
223.522,0.510161,15,0
33.1036,0.577894,90.2074,0
227.121,0.512349,15,0
33.9592,0.575957,90.2268,0
230.519,0.510925,15,0
34.8814,0.577554,90.183,0
233.118,0.508451,15,0
35.7469,0.577646,90.4398,0
236.717,0.506067,15,0
36.7082,0.576741,90.2405,0
240.116,0.505688,15,0
37.6788,0.574054,90.1112,0.84697
128.764,0.710961,15,0
18.6105,0.650975,90.069,0.574324
129.74,0.717769,15,0
18.6734,0.652805,90.1271,0
130.58,0.725622,15,0
18.6737,0.652805,90.5678,0
131.79,0.729912,15,0
18.7362,0.654607,90.5073,0
132.976,0.734452,15,0
18.857,0.658126,90.0822,0
134.578,0.739995,15,0
18.9877,0.661531,90.1484,0
135.573,0.746388,15,0
19.2395,0.667579,90.5629,0
136.329,0.749475,15,0
19.4227,0.669633,90.0657,0
137.749,0.755879,15,0
19.5539,0.667764,90.0704,0
139.109,0.763827,15,0
19.622,0.671857,90.557,0
140.476,0.77016,15,0
19.8107,0.673666,90.5505,0
142.29,0.778128,15,0
20.0566,0.679208,90.1001,0
143.856,0.784157,15,0
20.1252,0.67811,90.1488,0
145.163,0.789632,15,0
20.4396,0.684734,90.5525,0
146.67,0.794294,15,0
20.8114,0.690092,90.0949,0
148.333,0.801437,15,0
20.9427,0.697139,90.5085,0
150.504,0.804621,15,0
